,train_error,demographic parity,equal_opportunity,equal odds,overall accuracy
0,0.1707835325365206,0.20295392715881747,0.1372728082210837,0.20295392715881747,0.19637403845538565
1,0.16912350597609563,0.21725477732572382,0.1448998922033769,0.21725477732572382,0.19637403845538565
2,0.17197875166002657,0.18122309560151703,0.12536938431878175,0.18122309560151703,0.19637403845538565
3,0.16826029216467464,0.1506553841714262,0.1107303144488416,0.1506553841714262,0.19637403845538565
4,0.17788844621513944,0.1380909063391391,0.10258973268006108,0.1380909063391391,0.19637403845538565
5,0.17151394422310756,0.16310897424389062,0.11862085715716802,0.16310897424389062,0.19637403845538565
6,0.1745019920318725,0.21867563707455223,0.14448887733384586,0.21867563707455223,0.19637403845538565
7,0.1693227091633466,0.2158666543395638,0.14315172500573747,0.2158666543395638,0.19637403845538565
8,0.17224435590969456,0.22180941984699537,0.14576753676983353,0.22180941984699537,0.19637403845538565
9,0.1698539176626826,0.16802311937578857,0.12351819260333308,0.16802311937578857,0.19637403845538565
