,C,checkpoint,train_error,Demographic_Parity,Equal_Opportunity,Equal_Odds,Overall_accuracy
0,0.0,500.0,0.19847277556440904,0.28966761373933847,0.2761561270635895,0.46224184274278424,0.14926312897135097
1,0.0,1000.0,0.1839973439575033,0.23345474085392118,0.17229819078731284,0.3101175085168118,0.14046684910324236
2,0.0,500.0,0.18804780876494023,0.31776997814600444,0.6427437564654519,0.8118151882958268,0.11173779233181858
3,0.0,1000.0,0.17370517928286852,0.27302857239370987,0.4774138306264355,0.6138790749391436,0.10948256638005482
4,0.0,500.0,0.17749003984063744,0.1546383770220342,0.029601559648382236,0.10285512221973725,0.12537114953637662
5,0.0,1000.0,0.16812749003984065,0.1463665071946358,0.023397581813850987,0.08335348265288345,0.11600681061066676
6,0.0,500.0,0.18167330677290836,0.1348862942107021,0.14184094945251802,0.19631356093151536,0.13127778826098613
7,0.0,1000.0,0.16786188579017264,0.20408807946351668,0.23363365970716038,0.32981626872659,0.11893562754919729
8,0.0,500.0,0.1792164674634794,0.132583828628985,0.05214345977582058,0.1098378954360939,0.1330690628746637
9,0.0,1000.0,0.1790172642762284,0.18696089527503604,0.15893344818584632,0.25436271620480333,0.13186713022618002
10,0.0,500.0,0.17217795484727755,0.20156993638657272,0.33271680077868176,0.41942889340947015,0.11144518745617915
11,0.0,1000.0,0.16832669322709162,0.17436368068008057,0.16177410574694784,0.23823113751523028,0.11962548662084416
12,0.0,500.0,0.19880478087649403,0.2743823338146426,0.28174547639706604,0.45671462691265746,0.15307890757342735
13,0.0,1000.0,0.18379814077025233,0.2722528394979312,0.2817460476131451,0.4451729284352805,0.14107747397602888
14,0.0,500.0,0.24316069057104914,0.4799217029712082,0.4953951415787613,0.8686235578215589,0.22132791662941487
15,0.0,1000.0,0.20451527224435592,0.37591199315111623,0.4365107608541051,0.6926605983600507,0.1657836199080519
16,0.0,500.0,0.17848605577689244,0.22107272233121214,0.41737045247739263,0.514922212222185,0.10600500748101227
17,0.0,1000.0,0.17583001328021247,0.25067674531025314,0.4601413988282073,0.5786924406308975,0.10629225652599439
18,0.0,500.0,0.18293492695883135,0.12337701531432577,0.05116439541633372,0.011537557492418693,0.09055516113417716
19,0.0,1000.0,0.17656042496679947,0.11141618172160908,0.07373142905125007,0.04466696687064653,0.09045911724958389
20,0.05,500.0,0.18233731739707834,0.1689553548587845,0.20158786645653526,0.282093352236929,0.13468004458217508
21,0.05,1000.0,0.1699867197875166,0.18411524415637248,0.1255727155212547,0.21513691050572908,0.1257143840621231
22,0.05,500.0,0.1808100929614874,0.20835940456081276,0.18609134544806472,0.2996279366337915,0.13573638689766432
23,0.05,1000.0,0.17310756972111555,0.20609611477412706,0.15763964376680445,0.26373761533126266,0.12430443656751755
24,0.05,500.0,0.1804116865869854,0.18011415782541723,0.0736446042072349,0.1683006029569981,0.13061368531879147
25,0.05,1000.0,0.16792828685258965,0.18937906284638006,0.1328225899965213,0.2244667980287673,0.12296138680789903
26,0.05,500.0,0.1752988047808765,0.15284818561006253,0.09098329707063257,0.1551890323214849,0.11728547004665446
27,0.05,1000.0,0.17177954847277557,0.1915838597409451,0.1612977115370225,0.254084124023866,0.12233341064852665
28,0.05,500.0,0.19136786188579016,0.26773039213847505,0.27972280026116003,0.4450365734743154,0.14838511375152452
29,0.05,1000.0,0.1755644090305445,0.2230614405447333,0.2482465094413449,0.3665649673709343,0.1309717637197676
30,0.05,500.0,0.1847277556440903,0.18604173844967478,0.16311474988447155,0.26027122193061697,0.13399859035339468
31,0.05,1000.0,0.1703851261620186,0.19395159825509045,0.18504602002340842,0.27722226038769715,0.12056592635379804
32,0.05,500.0,0.17861885790172644,0.2387285891893541,0.2580874200511696,0.3903753321402342,0.13278628705154116
33,0.05,1000.0,0.17084993359893758,0.21350982807964122,0.20152274782352386,0.31130246703421766,0.1263913650690438
34,0.05,500.0,0.19123505976095617,0.15468954827299436,0.08732294443609834,0.17031946380663782,0.14607336071814347
35,0.05,1000.0,0.1754316069057105,0.15876519498804176,0.051440863998592545,0.1266403171249446,0.1265453602449047
36,0.05,500.0,0.1853917662682603,0.195384794467792,0.14425262373825504,0.25438777411015323,0.14374479799902962
37,0.05,1000.0,0.17277556440903055,0.17243074735441524,0.12523112830598443,0.20637720304013873,0.1262284234494634
38,0.05,500.0,0.17569721115537848,0.1767194237382972,0.10564184409114097,0.19390414625718644,0.12996049463081993
39,0.05,1000.0,0.1695883134130146,0.19202510396178815,0.15213940414165933,0.24501260948306458,0.12210214708430878
40,0.1,500.0,0.18220451527224435,0.23294036045863642,0.28551664495093537,0.41285513551044245,0.13327457030942913
41,0.1,1000.0,0.17204515272244356,0.2211968291637055,0.211067768504402,0.32770071444268006,0.1281652883961356
42,0.1,500.0,0.18140770252324037,0.11138635355611409,0.009259412641354547,0.052393363646132673,0.1320919547580347
43,0.1,1000.0,0.17768924302788844,0.15687841809062392,0.08818776557977576,0.16047310272675042,0.1265730821848603
44,0.1,500.0,0.1804780876494024,0.228421844720187,0.2548823266316359,0.38105344018658205,0.13645200209876351
45,0.1,1000.0,0.16905710491367862,0.20915926878348487,0.24188316232075951,0.34298176057682617,0.12101164379650076
46,0.1,500.0,0.1798804780876494,0.22095519494611787,0.22572517309275236,0.34728538347233867,0.13647131919585276
47,0.1,1000.0,0.1691899070385126,0.1815232227112254,0.14020784268252212,0.225816407432876,0.12392758267030524
48,0.1,500.0,0.18751660026560424,0.15168936037761693,0.07805153625708378,0.15262954205621004,0.13330425805988833
49,0.1,1000.0,0.1743691899070385,0.15785105298539315,0.10291428731369073,0.1712830641218009,0.11983295986611309
50,0.1,500.0,0.18193891102257637,0.23481337668253072,0.34917125115171443,0.47012128940874603,0.12321339167885648
51,0.1,1000.0,0.16905710491367862,0.18720951012583975,0.1666151620168726,0.25497854770386563,0.12312629423798283
52,0.1,500.0,0.18227091633466136,0.20812779998865047,0.31619494690832156,0.41855073048522556,0.12612289152029788
53,0.1,1000.0,0.17098273572377157,0.1931191978626585,0.21690673926442217,0.3087670116838556,0.12538009598009603
54,0.1,500.0,0.18253652058432934,0.16859009523168395,0.05580438362643381,0.1434335699394893,0.13225686218811838
55,0.1,1000.0,0.17297476759628155,0.1511330961830359,0.027442934085663007,0.09296970378147895,0.1168571038905375
56,0.1,500.0,0.18446215139442232,0.1364353930059391,0.14709042521896143,0.20476571925269998,0.1345106639302317
57,0.1,1000.0,0.1747675962815405,0.1839687712145806,0.20574803316023588,0.2919363532019383,0.1252577543651976
58,0.1,500.0,0.1756308100929615,0.1558637589815224,0.1092085172887114,0.18029042299758363,0.1301640362550821
59,0.1,1000.0,0.17211155378486057,0.16912758393002872,0.13888890475600224,0.21643215827661932,0.1264512821708148
