,p,checkpoint,train_error,demographic parity,equal_opportunity,equal odds,overall accuracy
0,0.4,500.0,0.17928286852589642,0.2306441279384949,0.1688433295549751,0.2306441279384949,0.24809028633384256
1,0.4,1000.0,0.18140770252324037,0.21541570154255582,0.1637671874229954,0.21541570154255582,0.24809028633384256
2,0.4,500.0,0.17815405046480745,0.15047879616963067,0.1274965800273598,0.15047879616963067,0.17291381668946645
3,0.4,1000.0,0.1753652058432935,0.14336525307797537,0.10177838577291382,0.14336525307797537,0.17291381668946645
4,0.4,500.0,0.18333333333333332,0.23609163160355306,0.1658095683341125,0.23609163160355306,0.2172354682873617
5,0.4,1000.0,0.18154050464807436,0.19152251831073713,0.13573320866448496,0.19152251831073713,0.2172354682873617
6,0.4,500.0,0.1890438247011952,0.29518694484610614,0.15441024581697999,0.29518694484610614,0.18487915719892584
7,0.4,1000.0,0.17330677290836655,0.23115058872133856,0.12920884114852302,0.23115058872133856,0.18487915719892584
8,0.4,500.0,0.17755644090305445,0.173015873015873,0.10793650793650794,0.173015873015873,0.15555555555555556
9,0.4,1000.0,0.17390438247011952,0.1825396825396825,0.12222222222222223,0.1825396825396825,0.15555555555555556
10,0.4,500.0,0.17835325365205842,0.18712373749937805,0.17632718045673915,0.18712373749937805,0.24817155082342407
11,0.4,1000.0,0.17277556440903055,0.1721976217722275,0.15135081347330712,0.1721976217722275,0.24817155082342407
12,0.4,500.0,0.17848605577689244,0.1889952153110048,0.1124401913875598,0.1889952153110048,0.21626794258373205
13,0.4,1000.0,0.17098273572377157,0.17320574162679425,0.10717703349282297,0.17320574162679425,0.21626794258373205
14,0.4,500.0,0.17197875166002657,0.1120636232183433,0.08479652964263583,0.1120636232183433,0.21214625077463337
15,0.4,1000.0,0.1696547144754316,0.09843007643048957,0.08087172071885973,0.09843007643048957,0.21214625077463337
16,0.4,500.0,0.1845949535192563,0.24603174603174605,0.1603174603174603,0.24603174603174605,0.2015873015873016
17,0.4,1000.0,0.18154050464807436,0.23968253968253966,0.16507936507936508,0.23968253968253966,0.2015873015873016
