,C,checkpoint,test error,demographic parity,equal odds,equal_opportunity,overall accuracy violation
0,0.6,500,0.1839973439575033,0.18728732011504964,0.310071870972243,0.21679249604861278,0.13019568981604446
1,0.6,1000,0.1747675962815405,0.19298987561454398,0.2715425849942417,0.1742963046318199,0.12978914816837306
0,0.6,500,0.17583001328021247,0.21173732896219988,0.27220961395994525,0.15729862776761333,0.13227224766420087
1,0.6,1000,0.17144754316069058,0.15745095037008489,0.1574290599369158,0.08521058737578191,0.12969507009428327
0,0.6,500,0.17430278884462153,0.15305959047633816,0.11925432091650334,0.0527363820658715,0.1179218510488933
1,0.6,1000,0.17144754316069058,0.14418156899801293,0.07843264568267705,0.01517035662733468,0.12455949045068426
0,0.6,500,0.1857901726427623,0.25991176198784843,0.5062477898591429,0.3596484964735976,0.13406494648752898
1,0.6,1000,0.17602921646746347,0.22469817838169703,0.382230466384974,0.26538184938060183,0.1262239502276038
0,0.6,500,0.20863213811420983,0.0669618845992608,0.11385534258267388,0.14995907236793626,0.1595079905282436
1,0.6,1000,0.1799468791500664,0.09479001844070667,0.03183795731506989,0.06346267759821916,0.12811126872587453
0,0.6,500,0.1859893758300133,0.15053392516532516,0.1309432118985624,0.05903061204089216,0.12771455613072014
1,0.6,1000,0.1755644090305445,0.17545059335482632,0.1901435214208167,0.1063467247326852,0.12190897611341656
0,0.6,500,0.17722443559096945,0.19827945043400383,0.29452673603120394,0.19418147877560976,0.12769578063448384
1,0.6,1000,0.17695883134130147,0.23177401299212186,0.3669113335198698,0.24140676811083422,0.12911413297195584
0,0.6,500,0.1836653386454183,0.13126992501897256,0.09877743528612654,0.040985324887713226,0.13091130501714365
