,C,checkpoint,train_error,Demographic_Parity,Equal_Opportunity,Equal_Odds,Overall_accuracy
0,0.4,500.0,0.1796812749003984,0.23160605654982885,0.14801686529008712,0.23160605654982885,0.19637403845538565
1,0.4,1000.0,0.1745019920318725,0.21082711858055805,0.1389031070256844,0.21082711858055805,0.19637403845538565
2,0.4,500.0,0.1794156706507304,0.1553906606068084,0.11373138495301642,0.1553906606068084,0.19637403845538565
3,0.4,1000.0,0.1699203187250996,0.16157471932388318,0.11601541604644175,0.16157471932388318,0.19637403845538565
4,0.4,500.0,0.17675962815405047,0.19225690912685894,0.12945309486875117,0.19225690912685894,0.19637403845538565
5,0.4,1000.0,0.17231075697211157,0.1934420320896098,0.13077933494263677,0.1934420320896098,0.19637403845538565
6,0.4,500.0,0.17616201859229746,0.16918160360028967,0.1203225269186155,0.16918160360028967,0.19637403845538565
7,0.4,1000.0,0.16686586985391766,0.18677917815921946,0.1329989757124313,0.18677917815921946,0.19637403845538565
8,0.4,500.0,0.17675962815405047,0.23319487274095024,0.15082835543643192,0.23319487274095024,0.19637403845538565
9,0.4,1000.0,0.17158034528552457,0.22986486998540545,0.1496838324783629,0.22986486998540545,0.19637403845538565
10,0.4,500.0,0.17317397078353253,0.21711169440408573,0.14287986143683776,0.21711169440408573,0.19637403845538565
11,0.4,1000.0,0.1697211155378486,0.22240770825590864,0.1474860162170139,0.22240770825590864,0.19637403845538565
12,0.4,500.0,0.1804116865869854,0.23263182850606162,0.14859190498090447,0.23263182850606162,0.19637403845538565
13,0.4,1000.0,0.17390438247011952,0.19964235889156454,0.13481153323370149,0.19964235889156454,0.19637403845538565
14,0.4,500.0,0.17629482071713148,0.18561533810406122,0.1279877034942342,0.18561533810406122,0.19637403845538565
15,0.4,1000.0,0.17071713147410358,0.17797788346839824,0.12332359742279034,0.17797788346839824,0.19637403845538565
16,0.4,500.0,0.1750996015936255,0.1571790868011852,0.11269293552496598,0.1571790868011852,0.19637403845538565
