,train_error,demographic parity,equal_opportunity,equal odds,overall accuracy
0,0.1703851261620186,0.19494998927931198,0.17511485727309445,0.27018305652851143,0.19637403845538565
1,0.17682602921646745,0.23087363166299685,0.2171814941984439,0.3427138542980643,0.19637403845538565
2,0.16885790172642762,0.18342843409693504,0.17415978398892756,0.25893988341001134,0.19637403845538565
3,0.17257636122177955,0.2123291783387501,0.20490891674011552,0.3130143991641692,0.19637403845538565
4,0.17662682602921648,0.19135347878552467,0.12052830632718914,0.216872439208885,0.19637403845538565
5,0.17131474103585656,0.17736725859561175,0.17393243998946678,0.25268777801223635,0.19637403845538565
6,0.16713147410358567,0.18568169423819536,0.14193520010556077,0.23029294819021823,0.19637403845538565
7,0.17138114209827357,0.22649874044703855,0.1943876877801458,0.31556126352513525,0.19637403845538565
8,0.17463479415670652,0.20299344396179336,0.1358003394165942,0.24104427978072562,0.19637403845538565
9,0.16845949535192564,0.1653781614620864,0.14516142852001918,0.21435080423553582,0.19637403845538565
